epoch,train_loss,val_loss,val_pr_auc,val_roc_auc,seed,variant
1,1.4234179258346558,1.4271262884140015,0.009083477232900131,0.6218599140619885,1,GraphSAGE 100ep (no graph)
2,1.3741004467010498,1.3869597911834717,0.021015592410964224,0.7214309888320738,1,GraphSAGE 100ep (no graph)
3,1.3360399007797241,1.3428759574890137,0.02112647260040769,0.7465509354088222,1,GraphSAGE 100ep (no graph)
4,1.2963372468948364,1.2933188676834106,0.021761102675669247,0.7633937914112658,1,GraphSAGE 100ep (no graph)
5,1.2516672611236572,1.2421493530273438,0.0230395046238457,0.7772683012639265,1,GraphSAGE 100ep (no graph)
6,1.2040612697601318,1.1927179098129272,0.023018492454729478,0.7882965506724992,1,GraphSAGE 100ep (no graph)
7,1.1587505340576172,1.1496986150741577,0.024223305919991188,0.7972856246232624,1,GraphSAGE 100ep (no graph)
8,1.1160393953323364,1.1151280403137207,0.024096483835700514,0.8063910719689021,1,GraphSAGE 100ep (no graph)
9,1.0859692096710205,1.0844388008117676,0.02455239835697412,0.8140287183438792,1,GraphSAGE 100ep (no graph)
10,1.0562256574630737,1.0618436336517334,0.024235222589807832,0.8187117137745085,1,GraphSAGE 100ep (no graph)
11,1.0303646326065063,1.0475800037384033,0.024087110387999516,0.8206408734720764,1,GraphSAGE 100ep (no graph)
12,1.0153260231018066,1.0388001203536987,0.02345797104136151,0.822323352165635,1,GraphSAGE 100ep (no graph)
13,1.0019359588623047,1.0284790992736816,0.020694616181699058,0.8248866500667074,1,GraphSAGE 100ep (no graph)
14,0.9895860552787781,1.0164339542388916,0.020411096393656306,0.8297031319237868,1,GraphSAGE 100ep (no graph)
15,0.9627334475517273,1.0066242218017578,0.021454194102608595,0.8353418758272693,1,GraphSAGE 100ep (no graph)
16,0.9393408894538879,1.0001808404922485,0.02176379020584605,0.8410965151079866,1,GraphSAGE 100ep (no graph)
17,0.9373131990432739,0.9917277097702026,0.021864310321112312,0.8462565243432874,1,GraphSAGE 100ep (no graph)
18,0.9212431311607361,0.9814193248748779,0.022264061395166127,0.8502324121774038,1,GraphSAGE 100ep (no graph)
19,0.9080026745796204,0.9729347229003906,0.02316433025057269,0.8537338197003499,1,GraphSAGE 100ep (no graph)
20,0.8988001942634583,0.9662559628486633,0.02425958660536131,0.8562138947299989,1,GraphSAGE 100ep (no graph)
21,0.8816238641738892,0.9605351090431213,0.02484017788428801,0.8582450394914274,1,GraphSAGE 100ep (no graph)
